dataset,bin_label,bin_start,bin_end,count,total_count,nan_count,negative_count
LS:1,0.192-0.193,0.192,0.193,140,31953348,0,0
LS:1,0.193-0.194,0.193,0.194,139,31953348,0,0
LS:1,0.194-0.195,0.194,0.195,132,31953348,0,0
LS:1,0.195-0.196,0.195,0.196,133,31953348,0,0
LS:1,0.196-0.197,0.196,0.197,136,31953348,0,0
LS:1,0.197-0.198,0.197,0.198,136,31953348,0,0
LS:1,0.198-0.199,0.198,0.199,136,31953348,0,0
LS:1,0.199-0.200,0.199,0.2,122,31953348,0,0
LS:1,0.200-0.201,0.2,0.201,121,31953348,0,0
LS:1,0.201-0.202,0.201,0.202,131,31953348,0,0
LS:1,0.202-0.203,0.202,0.203,105,31953348,0,0
LS:1,0.203-0.204,0.203,0.20400000000000001,129,31953348,0,0
LS:1,0.204-0.205,0.20400000000000001,0.20500000000000002,124,31953348,0,0
LS:1,0.205-0.206,0.20500000000000002,0.20600000000000002,116,31953348,0,0
LS:1,0.206-0.207,0.20600000000000002,0.20700000000000002,113,31953348,0,0
LS:1,0.207-0.208,0.20700000000000002,0.20800000000000002,118,31953348,0,0
LS:1,0.208-0.209,0.20800000000000002,0.209,113,31953348,0,0
LS:1,0.209-0.210,0.209,0.21,120,31953348,0,0
LS:1,0.210-0.211,0.21,0.211,130,31953348,0,0
LS:1,0.211-0.212,0.211,0.212,123,31953348,0,0
LS:1,0.212-0.213,0.212,0.213,106,31953348,0,0
LS:1,0.213-0.214,0.213,0.214,89,31953348,0,0
LS:1,0.214-0.215,0.214,0.215,93,31953348,0,0
LS:1,0.215-0.216,0.215,0.216,88,31953348,0,0
LS:1,0.216-0.217,0.216,0.217,62,31953348,0,0
LS:1,0.217-0.218,0.217,0.218,59,31953348,0,0
LS:1,0.218-0.219,0.218,0.219,60,31953348,0,0
LS:1,0.219-0.220,0.219,0.22,53,31953348,0,0
LS:1,0.220-0.221,0.22,0.221,54,31953348,0,0
LS:1,0.221-0.222,0.221,0.222,56,31953348,0,0
LS:1,0.222-0.223,0.222,0.223,53,31953348,0,0
LS:1,0.223-0.224,0.223,0.224,51,31953348,0,0
LS:1,0.224-0.225,0.224,0.225,49,31953348,0,0
LS:1,0.225-0.226,0.225,0.226,47,31953348,0,0
LS:1,0.226-0.227,0.226,0.227,46,31953348,0,0
LS:1,0.227-0.228,0.227,0.228,42,31953348,0,0
LS:1,0.228-0.229,0.228,0.229,37,31953348,0,0
LS:1,0.229-0.230,0.229,0.23,37,31953348,0,0
LS:1,0.230-0.231,0.23,0.231,32,31953348,0,0
LS:1,0.231-0.232,0.231,0.232,32,31953348,0,0
LS:1,0.232-0.233,0.232,0.233,31,31953348,0,0
LS:1,0.233-0.234,0.233,0.234,30,31953348,0,0
LS:1,0.234-0.235,0.234,0.23500000000000001,25,31953348,0,0
LS:1,0.235-0.236,0.23500000000000001,0.23600000000000002,25,31953348,0,0
LS:1,0.236-0.237,0.23600000000000002,0.23700000000000002,21,31953348,0,0
LS:1,0.237-0.238,0.23700000000000002,0.23800000000000002,20,31953348,0,0
LS:1,0.238-0.239,0.23800000000000002,0.23900000000000002,22,31953348,0,0
LS:1,0.239-0.240,0.23900000000000002,0.24,14,31953348,0,0
LS:1,0.240-0.241,0.24,0.241,15,31953348,0,0
LS:1,0.241-0.242,0.241,0.242,14,31953348,0,0
LS:1,0.242-0.243,0.242,0.243,13,31953348,0,0
LS:1,0.243-0.244,0.243,0.244,12,31953348,0,0
LS:1,0.244-0.245,0.244,0.245,10,31953348,0,0
LS:1,0.245-0.246,0.245,0.246,12,31953348,0,0
LS:1,0.246-0.247,0.246,0.247,5,31953348,0,0
LS:1,0.247-0.248,0.247,0.248,8,31953348,0,0
LS:1,0.248-0.249,0.248,0.249,6,31953348,0,0
LS:1,0.249-0.250,0.249,0.25,6,31953348,0,0
LS:1,0.250-0.251,0.25,0.251,5,31953348,0,0
LS:1,0.251-0.252,0.251,0.252,4,31953348,0,0
LS:1,0.252-0.253,0.252,0.253,3,31953348,0,0
LS:1,0.253-0.254,0.253,0.254,1,31953348,0,0
LS:1,>=0.300,0.3,,0,31953348,0,0
LS:10,zero,0.0,0.0,280338,31953348,0,0
LS:10,0.011-0.012,0.011,0.012,3043,31953348,0,0
LS:10,0.012-0.013,0.012,0.013000000000000001,6065,31953348,0,0
LS:10,0.013-0.014,0.013000000000000001,0.014,7001,31953348,0,0
LS:10,0.014-0.015,0.014,0.015,7401,31953348,0,0
LS:10,0.015-0.016,0.015,0.016,7607,31953348,0,0
LS:10,0.016-0.017,0.016,0.017,17222,31953348,0,0
LS:10,0.017-0.018,0.017,0.018000000000000002,36809,31953348,0,0
LS:10,0.018-0.019,0.018000000000000002,0.019,60780,31953348,0,0
LS:10,0.019-0.020,0.019,0.02,84681,31953348,0,0
LS:10,0.020-0.021,0.02,0.021,88621,31953348,0,0
LS:10,0.021-0.022,0.021,0.022,98235,31953348,0,0
LS:10,0.022-0.023,0.022,0.023,109800,31953348,0,0
LS:10,0.023-0.024,0.023,0.024,193290,31953348,0,0
LS:10,0.024-0.025,0.024,0.025,219203,31953348,0,0
LS:10,0.025-0.026,0.025,0.026000000000000002,222584,31953348,0,0
LS:10,0.026-0.027,0.026000000000000002,0.027,216739,31953348,0,0
LS:10,0.027-0.028,0.027,0.028,235970,31953348,0,0
LS:10,0.028-0.029,0.028,0.029,246429,31953348,0,0
LS:10,0.029-0.030,0.029,0.03,249963,31953348,0,0
LS:10,0.030-0.031,0.03,0.031,271197,31953348,0,0
LS:10,0.031-0.032,0.031,0.032,285876,31953348,0,0
LS:10,0.032-0.033,0.032,0.033,271068,31953348,0,0
LS:10,0.033-0.034,0.033,0.034,261735,31953348,0,0
LS:10,0.034-0.035,0.034,0.035,261639,31953348,0,0
LS:10,0.035-0.036,0.035,0.036000000000000004,252052,31953348,0,0
LS:10,0.036-0.037,0.036000000000000004,0.037,231618,31953348,0,0
LS:10,0.037-0.038,0.037,0.038,217822,31953348,0,0
LS:10,0.038-0.039,0.038,0.039,214438,31953348,0,0
LS:10,0.039-0.040,0.039,0.04,239731,31953348,0,0
LS:10,0.040-0.041,0.04,0.041,339421,31953348,0,0
LS:10,0.041-0.042,0.041,0.042,462547,31953348,0,0
LS:10,0.042-0.043,0.042,0.043000000000000003,628128,31953348,0,0
LS:10,0.043-0.044,0.043000000000000003,0.044,741667,31953348,0,0
LS:10,0.044-0.045,0.044,0.045,714077,31953348,0,0
LS:10,0.045-0.046,0.045,0.046,850068,31953348,0,0
LS:10,0.046-0.047,0.046,0.047,996964,31953348,0,0
LS:10,0.047-0.048,0.047,0.048,1098775,31953348,0,0
LS:10,0.048-0.049,0.048,0.049,1203878,31953348,0,0
LS:10,0.049-0.050,0.049,0.05,1201953,31953348,0,0
LS:10,0.050-0.051,0.05,0.051000000000000004,1096488,31953348,0,0
LS:10,0.051-0.052,0.051000000000000004,0.052000000000000005,1087508,31953348,0,0
LS:10,0.052-0.053,0.052000000000000005,0.053,1028006,31953348,0,0
LS:10,0.053-0.054,0.053,0.054,929020,31953348,0,0
LS:10,0.054-0.055,0.054,0.055,880889,31953348,0,0
LS:10,0.055-0.056,0.055,0.056,831043,31953348,0,0
LS:10,0.056-0.057,0.056,0.057,808775,31953348,0,0
LS:10,0.057-0.058,0.057,0.058,731406,31953348,0,0
LS:10,0.058-0.059,0.058,0.059000000000000004,608816,31953348,0,0
LS:10,0.059-0.060,0.059000000000000004,0.06,554340,31953348,0,0
LS:10,0.060-0.061,0.06,0.061,480372,31953348,0,0
LS:10,0.061-0.062,0.061,0.062,415775,31953348,0,0
LS:10,0.062-0.063,0.062,0.063,356106,31953348,0,0
LS:10,0.063-0.064,0.063,0.064,321984,31953348,0,0
LS:10,0.064-0.065,0.064,0.065,309501,31953348,0,0
LS:10,0.065-0.066,0.065,0.066,286860,31953348,0,0
LS:10,0.066-0.067,0.066,0.067,266768,31953348,0,0
LS:10,0.067-0.068,0.067,0.068,256241,31953348,0,0
LS:10,0.068-0.069,0.068,0.069,269214,31953348,0,0
LS:10,0.069-0.070,0.069,0.07,269449,31953348,0,0
LS:10,0.070-0.071,0.07,0.07100000000000001,335765,31953348,0,0
LS:10,0.071-0.072,0.07100000000000001,0.07200000000000001,420134,31953348,0,0
LS:10,0.072-0.073,0.07200000000000001,0.073,380499,31953348,0,0
LS:10,0.073-0.074,0.073,0.074,360906,31953348,0,0
LS:10,0.074-0.075,0.074,0.075,355078,31953348,0,0
LS:10,0.075-0.076,0.075,0.076,331517,31953348,0,0
LS:10,0.076-0.077,0.076,0.077,307747,31953348,0,0
LS:10,0.077-0.078,0.077,0.078,289006,31953348,0,0
LS:10,0.078-0.079,0.078,0.079,263992,31953348,0,0
LS:10,0.079-0.080,0.079,0.08,251122,31953348,0,0
LS:10,0.080-0.081,0.08,0.081,234718,31953348,0,0
LS:10,0.081-0.082,0.081,0.082,218832,31953348,0,0
LS:10,0.082-0.083,0.082,0.083,215539,31953348,0,0
LS:10,0.083-0.084,0.083,0.084,208610,31953348,0,0
LS:10,0.084-0.085,0.084,0.085,203224,31953348,0,0
LS:10,0.085-0.086,0.085,0.08600000000000001,197953,31953348,0,0
LS:10,0.086-0.087,0.08600000000000001,0.08700000000000001,186223,31953348,0,0
LS:10,0.087-0.088,0.08700000000000001,0.088,173689,31953348,0,0
LS:10,0.088-0.089,0.088,0.089,159121,31953348,0,0
LS:10,0.089-0.090,0.089,0.09,141574,31953348,0,0
LS:10,0.090-0.091,0.09,0.091,124440,31953348,0,0
LS:10,0.091-0.092,0.091,0.092,113128,31953348,0,0
LS:10,0.092-0.093,0.092,0.093,103768,31953348,0,0
LS:10,0.093-0.094,0.093,0.094,93364,31953348,0,0
LS:10,0.094-0.095,0.094,0.095,82830,31953348,0,0
LS:10,0.095-0.096,0.095,0.096,67035,31953348,0,0
LS:10,0.096-0.097,0.096,0.097,58667,31953348,0,0
LS:10,0.097-0.098,0.097,0.098,51265,31953348,0,0
LS:10,0.098-0.099,0.098,0.099,44977,31953348,0,0
LS:10,0.099-0.100,0.099,0.1,39156,31953348,0,0
LS:10,0.100-0.101,0.1,0.101,38355,31953348,0,0
LS:10,0.101-0.102,0.101,0.10200000000000001,39358,31953348,0,0
LS:10,0.102-0.103,0.10200000000000001,0.10300000000000001,35305,31953348,0,0
LS:10,0.103-0.104,0.10300000000000001,0.10400000000000001,29809,31953348,0,0
LS:10,0.104-0.105,0.10400000000000001,0.105,31128,31953348,0,0
LS:10,0.105-0.106,0.105,0.106,33501,31953348,0,0
LS:10,0.106-0.107,0.106,0.107,32778,31953348,0,0
LS:10,0.107-0.108,0.107,0.108,34468,31953348,0,0
LS:10,0.108-0.109,0.108,0.109,38199,31953348,0,0
LS:10,0.109-0.110,0.109,0.11,45182,31953348,0,0
LS:10,0.110-0.111,0.11,0.111,52527,31953348,0,0
LS:10,0.111-0.112,0.111,0.112,55810,31953348,0,0
LS:10,0.112-0.113,0.112,0.113,55191,31953348,0,0
LS:10,0.113-0.114,0.113,0.114,55624,31953348,0,0
LS:10,0.114-0.115,0.114,0.115,55768,31953348,0,0
LS:10,0.115-0.116,0.115,0.116,53128,31953348,0,0
LS:10,0.116-0.117,0.116,0.117,48098,31953348,0,0
LS:10,0.117-0.118,0.117,0.11800000000000001,43027,31953348,0,0
LS:10,0.118-0.119,0.11800000000000001,0.11900000000000001,38318,31953348,0,0
LS:10,0.119-0.120,0.11900000000000001,0.12,34693,31953348,0,0
LS:10,0.120-0.121,0.12,0.121,30771,31953348,0,0
LS:10,0.121-0.122,0.121,0.122,28988,31953348,0,0
LS:10,0.122-0.123,0.122,0.123,25043,31953348,0,0
LS:10,0.123-0.124,0.123,0.124,19909,31953348,0,0
LS:10,0.124-0.125,0.124,0.125,15264,31953348,0,0
LS:10,0.125-0.126,0.125,0.126,9870,31953348,0,0
LS:10,0.126-0.127,0.126,0.127,6716,31953348,0,0
LS:10,0.127-0.128,0.127,0.128,5327,31953348,0,0
LS:10,0.128-0.129,0.128,0.129,3944,31953348,0,0
LS:10,0.129-0.130,0.129,0.13,2093,31953348,0,0
LS:10,0.130-0.131,0.13,0.131,1987,31953348,0,0
LS:10,0.131-0.132,0.131,0.132,1813,31953348,0,0
LS:10,0.132-0.133,0.132,0.133,1854,31953348,0,0
LS:10,0.133-0.134,0.133,0.134,2535,31953348,0,0
LS:10,0.134-0.135,0.134,0.135,838,31953348,0,0
LS:10,0.135-0.136,0.135,0.136,706,31953348,0,0
LS:10,0.136-0.137,0.136,0.137,652,31953348,0,0
LS:10,0.137-0.138,0.137,0.138,710,31953348,0,0
LS:10,0.138-0.139,0.138,0.139,703,31953348,0,0
LS:10,0.139-0.140,0.139,0.14,705,31953348,0,0
LS:10,0.140-0.141,0.14,0.14100000000000001,695,31953348,0,0
LS:10,0.141-0.142,0.14100000000000001,0.14200000000000002,723,31953348,0,0
LS:10,0.142-0.143,0.14200000000000002,0.14300000000000002,729,31953348,0,0
LS:10,0.143-0.144,0.14300000000000002,0.14400000000000002,715,31953348,0,0
LS:10,0.144-0.145,0.14400000000000002,0.145,581,31953348,0,0
LS:10,0.145-0.146,0.145,0.146,335,31953348,0,0
LS:10,>=0.300,0.3,,0,31953348,0,0
LS:11,zero,0.0,0.0,267477,31953348,0,0
LS:11,0.006-0.007,0.006,0.007,13535,31953348,0,0
LS:11,0.007-0.008,0.007,0.008,28624,31953348,0,0
LS:11,0.008-0.009,0.008,0.009000000000000001,25097,31953348,0,0
LS:11,0.009-0.010,0.009000000000000001,0.01,32239,31953348,0,0
LS:11,0.010-0.011,0.01,0.011,61623,31953348,0,0
LS:11,0.011-0.012,0.011,0.012,94800,31953348,0,0
LS:11,0.012-0.013,0.012,0.013000000000000001,149679,31953348,0,0
LS:11,0.013-0.014,0.013000000000000001,0.014,232808,31953348,0,0
LS:11,0.014-0.015,0.014,0.015,254460,31953348,0,0
LS:11,0.015-0.016,0.015,0.016,288903,31953348,0,0
LS:11,0.016-0.017,0.016,0.017,306604,31953348,0,0
LS:11,0.017-0.018,0.017,0.018000000000000002,316370,31953348,0,0
LS:11,0.018-0.019,0.018000000000000002,0.019,365065,31953348,0,0
LS:11,0.019-0.020,0.019,0.02,414474,31953348,0,0
LS:11,0.020-0.021,0.02,0.021,428557,31953348,0,0
LS:11,0.021-0.022,0.021,0.022,407029,31953348,0,0
LS:11,0.022-0.023,0.022,0.023,392138,31953348,0,0
LS:11,0.023-0.024,0.023,0.024,397187,31953348,0,0
LS:11,0.024-0.025,0.024,0.025,411033,31953348,0,0
LS:11,0.025-0.026,0.025,0.026000000000000002,414805,31953348,0,0
LS:11,0.026-0.027,0.026000000000000002,0.027,567628,31953348,0,0
LS:11,0.027-0.028,0.027,0.028,666396,31953348,0,0
LS:11,0.028-0.029,0.028,0.029,617937,31953348,0,0
LS:11,0.029-0.030,0.029,0.03,553756,31953348,0,0
LS:11,0.030-0.031,0.03,0.031,531101,31953348,0,0
LS:11,0.031-0.032,0.031,0.032,540433,31953348,0,0
LS:11,0.032-0.033,0.032,0.033,460809,31953348,0,0
LS:11,0.033-0.034,0.033,0.034,434592,31953348,0,0
LS:11,0.034-0.035,0.034,0.035,400146,31953348,0,0
LS:11,0.035-0.036,0.035,0.036000000000000004,374689,31953348,0,0
LS:11,0.036-0.037,0.036000000000000004,0.037,357634,31953348,0,0
LS:11,0.037-0.038,0.037,0.038,401392,31953348,0,0
LS:11,0.038-0.039,0.038,0.039,445661,31953348,0,0
LS:11,0.039-0.040,0.039,0.04,440011,31953348,0,0
LS:11,0.040-0.041,0.04,0.041,430244,31953348,0,0
LS:11,0.041-0.042,0.041,0.042,424523,31953348,0,0
LS:11,0.042-0.043,0.042,0.043000000000000003,414383,31953348,0,0
LS:11,0.043-0.044,0.043000000000000003,0.044,432525,31953348,0,0
LS:11,0.044-0.045,0.044,0.045,452864,31953348,0,0
LS:11,0.045-0.046,0.045,0.046,452896,31953348,0,0
LS:11,0.046-0.047,0.046,0.047,474474,31953348,0,0
LS:11,0.047-0.048,0.047,0.048,482979,31953348,0,0
LS:11,0.048-0.049,0.048,0.049,468333,31953348,0,0
LS:11,0.049-0.050,0.049,0.05,464612,31953348,0,0
LS:11,0.050-0.051,0.05,0.051000000000000004,470506,31953348,0,0
LS:11,0.051-0.052,0.051000000000000004,0.052000000000000005,543019,31953348,0,0
LS:11,0.052-0.053,0.052000000000000005,0.053,550090,31953348,0,0
LS:11,0.053-0.054,0.053,0.054,532232,31953348,0,0
LS:11,0.054-0.055,0.054,0.055,498891,31953348,0,0
LS:11,0.055-0.056,0.055,0.056,462023,31953348,0,0
LS:11,0.056-0.057,0.056,0.057,418032,31953348,0,0
LS:11,0.057-0.058,0.057,0.058,390785,31953348,0,0
LS:11,0.058-0.059,0.058,0.059000000000000004,370482,31953348,0,0
LS:11,0.059-0.060,0.059000000000000004,0.06,342198,31953348,0,0
LS:11,0.060-0.061,0.06,0.061,306612,31953348,0,0
LS:11,0.061-0.062,0.061,0.062,213086,31953348,0,0
LS:11,0.062-0.063,0.062,0.063,217039,31953348,0,0
LS:11,0.063-0.064,0.063,0.064,227728,31953348,0,0
LS:11,0.064-0.065,0.064,0.065,211123,31953348,0,0
LS:11,0.065-0.066,0.065,0.066,201714,31953348,0,0
LS:11,0.066-0.067,0.066,0.067,196520,31953348,0,0
LS:11,0.067-0.068,0.067,0.068,194484,31953348,0,0
LS:11,0.068-0.069,0.068,0.069,199074,31953348,0,0
LS:11,0.069-0.070,0.069,0.07,199841,31953348,0,0
LS:11,0.070-0.071,0.07,0.07100000000000001,203189,31953348,0,0
LS:11,0.071-0.072,0.07100000000000001,0.07200000000000001,202531,31953348,0,0
LS:11,0.072-0.073,0.07200000000000001,0.073,193922,31953348,0,0
LS:11,0.073-0.074,0.073,0.074,184340,31953348,0,0
LS:11,0.074-0.075,0.074,0.075,173813,31953348,0,0
LS:11,0.075-0.076,0.075,0.076,169085,31953348,0,0
LS:11,0.076-0.077,0.076,0.077,163054,31953348,0,0
LS:11,0.077-0.078,0.077,0.078,156868,31953348,0,0
LS:11,0.078-0.079,0.078,0.079,161463,31953348,0,0
LS:11,0.079-0.080,0.079,0.08,161396,31953348,0,0
LS:11,0.080-0.081,0.08,0.081,171918,31953348,0,0
LS:11,0.081-0.082,0.081,0.082,229147,31953348,0,0
LS:11,0.082-0.083,0.082,0.083,273253,31953348,0,0
LS:11,0.083-0.084,0.083,0.084,287187,31953348,0,0
LS:11,0.084-0.085,0.084,0.085,287393,31953348,0,0
LS:11,0.085-0.086,0.085,0.08600000000000001,273415,31953348,0,0
LS:11,0.086-0.087,0.08600000000000001,0.08700000000000001,259226,31953348,0,0
LS:11,0.087-0.088,0.08700000000000001,0.088,238554,31953348,0,0
LS:11,0.088-0.089,0.088,0.089,219973,31953348,0,0
LS:11,0.089-0.090,0.089,0.09,203895,31953348,0,0
LS:11,0.090-0.091,0.09,0.091,191100,31953348,0,0
LS:11,0.091-0.092,0.091,0.092,181518,31953348,0,0
LS:11,0.092-0.093,0.092,0.093,171758,31953348,0,0
LS:11,0.093-0.094,0.093,0.094,162479,31953348,0,0
LS:11,0.094-0.095,0.094,0.095,155623,31953348,0,0
LS:11,0.095-0.096,0.095,0.096,141600,31953348,0,0
LS:11,0.096-0.097,0.096,0.097,127960,31953348,0,0
LS:11,0.097-0.098,0.097,0.098,115527,31953348,0,0
LS:11,0.098-0.099,0.098,0.099,105853,31953348,0,0
LS:11,0.099-0.100,0.099,0.1,98533,31953348,0,0
LS:11,0.100-0.101,0.1,0.101,97236,31953348,0,0
LS:11,0.101-0.102,0.101,0.10200000000000001,99213,31953348,0,0
LS:11,0.102-0.103,0.10200000000000001,0.10300000000000001,113118,31953348,0,0
LS:11,0.103-0.104,0.10300000000000001,0.10400000000000001,99736,31953348,0,0
LS:11,0.104-0.105,0.10400000000000001,0.105,88715,31953348,0,0
LS:11,0.105-0.106,0.105,0.106,84655,31953348,0,0
LS:11,0.106-0.107,0.106,0.107,81605,31953348,0,0
LS:11,0.107-0.108,0.107,0.108,75443,31953348,0,0
LS:11,0.108-0.109,0.108,0.109,72447,31953348,0,0
LS:11,0.109-0.110,0.109,0.11,72690,31953348,0,0
LS:11,0.110-0.111,0.11,0.111,71089,31953348,0,0
LS:11,0.111-0.112,0.111,0.112,70457,31953348,0,0
LS:11,0.112-0.113,0.112,0.113,71064,31953348,0,0
LS:11,0.113-0.114,0.113,0.114,65007,31953348,0,0
LS:11,0.114-0.115,0.114,0.115,60300,31953348,0,0
LS:11,0.115-0.116,0.115,0.116,59514,31953348,0,0
LS:11,0.116-0.117,0.116,0.117,61305,31953348,0,0
LS:11,0.117-0.118,0.117,0.11800000000000001,66732,31953348,0,0
LS:11,0.118-0.119,0.11800000000000001,0.11900000000000001,71505,31953348,0,0
LS:11,0.119-0.120,0.11900000000000001,0.12,73979,31953348,0,0
LS:11,0.120-0.121,0.12,0.121,79810,31953348,0,0
LS:11,0.121-0.122,0.121,0.122,82039,31953348,0,0
LS:11,0.122-0.123,0.122,0.123,83419,31953348,0,0
LS:11,0.123-0.124,0.123,0.124,83999,31953348,0,0
LS:11,0.124-0.125,0.124,0.125,83949,31953348,0,0
LS:11,0.125-0.126,0.125,0.126,87398,31953348,0,0
LS:11,0.126-0.127,0.126,0.127,85878,31953348,0,0
LS:11,0.127-0.128,0.127,0.128,79656,31953348,0,0
LS:11,0.128-0.129,0.128,0.129,72228,31953348,0,0
LS:11,0.129-0.130,0.129,0.13,64158,31953348,0,0
LS:11,0.130-0.131,0.13,0.131,57838,31953348,0,0
LS:11,0.131-0.132,0.131,0.132,48102,31953348,0,0
LS:11,0.132-0.133,0.132,0.133,41040,31953348,0,0
LS:11,0.133-0.134,0.133,0.134,35744,31953348,0,0
LS:11,0.134-0.135,0.134,0.135,29859,31953348,0,0
LS:11,0.135-0.136,0.135,0.136,24620,31953348,0,0
LS:11,0.136-0.137,0.136,0.137,23733,31953348,0,0
LS:11,0.137-0.138,0.137,0.138,21215,31953348,0,0
LS:11,0.138-0.139,0.138,0.139,18821,31953348,0,0
LS:11,0.139-0.140,0.139,0.14,17045,31953348,0,0
LS:11,0.140-0.141,0.14,0.14100000000000001,14798,31953348,0,0
LS:11,0.141-0.142,0.14100000000000001,0.14200000000000002,14016,31953348,0,0
LS:11,0.142-0.143,0.14200000000000002,0.14300000000000002,13908,31953348,0,0
LS:11,0.143-0.144,0.14300000000000002,0.14400000000000002,14111,31953348,0,0
LS:11,0.144-0.145,0.14400000000000002,0.145,13327,31953348,0,0
LS:11,0.145-0.146,0.145,0.146,11648,31953348,0,0
LS:11,0.146-0.147,0.146,0.147,11288,31953348,0,0
LS:11,0.147-0.148,0.147,0.148,11316,31953348,0,0
LS:11,0.148-0.149,0.148,0.149,11567,31953348,0,0
LS:11,0.149-0.150,0.149,0.15,11040,31953348,0,0
LS:11,0.150-0.151,0.15,0.151,10391,31953348,0,0
LS:11,0.151-0.152,0.151,0.152,10360,31953348,0,0
LS:11,0.152-0.153,0.152,0.153,9980,31953348,0,0
LS:11,0.153-0.154,0.153,0.154,9646,31953348,0,0
LS:11,0.154-0.155,0.154,0.155,9084,31953348,0,0
LS:11,0.155-0.156,0.155,0.156,8995,31953348,0,0
LS:11,0.156-0.157,0.156,0.157,8880,31953348,0,0
LS:11,0.157-0.158,0.157,0.158,9193,31953348,0,0
LS:11,0.158-0.159,0.158,0.159,9241,31953348,0,0
LS:11,0.159-0.160,0.159,0.16,7549,31953348,0,0
LS:11,0.160-0.161,0.16,0.161,6089,31953348,0,0
LS:11,0.161-0.162,0.161,0.162,5595,31953348,0,0
LS:11,0.162-0.163,0.162,0.163,5104,31953348,0,0
LS:11,0.163-0.164,0.163,0.164,4791,31953348,0,0
LS:11,0.164-0.165,0.164,0.165,4733,31953348,0,0
LS:11,0.165-0.166,0.165,0.166,4370,31953348,0,0
LS:11,0.166-0.167,0.166,0.167,4302,31953348,0,0
LS:11,0.167-0.168,0.167,0.168,4578,31953348,0,0
LS:11,0.168-0.169,0.168,0.169,3783,31953348,0,0
LS:11,0.169-0.170,0.169,0.17,2594,31953348,0,0
LS:11,0.170-0.171,0.17,0.171,1748,31953348,0,0
LS:11,0.171-0.172,0.171,0.17200000000000001,1108,31953348,0,0
LS:11,0.172-0.173,0.17200000000000001,0.17300000000000001,839,31953348,0,0
LS:11,0.173-0.174,0.17300000000000001,0.17400000000000002,759,31953348,0,0
LS:11,0.174-0.175,0.17400000000000002,0.17500000000000002,758,31953348,0,0
LS:11,0.175-0.176,0.17500000000000002,0.176,847,31953348,0,0
LS:11,0.176-0.177,0.176,0.177,845,31953348,0,0
LS:11,0.177-0.178,0.177,0.178,229,31953348,0,0
LS:11,>=0.300,0.3,,0,31953348,0,0
LS:12,zero,0.0,0.0,130065,31953348,0,0
LS:12,0.005-0.006,0.005,0.006,15479,31953348,0,0
LS:12,0.006-0.007,0.006,0.007,23647,31953348,0,0
LS:12,0.007-0.008,0.007,0.008,33110,31953348,0,0
LS:12,0.008-0.009,0.008,0.009000000000000001,42653,31953348,0,0
LS:12,0.009-0.010,0.009000000000000001,0.01,36446,31953348,0,0
LS:12,0.010-0.011,0.01,0.011,62531,31953348,0,0
LS:12,0.011-0.012,0.011,0.012,79518,31953348,0,0
LS:12,0.012-0.013,0.012,0.013000000000000001,129073,31953348,0,0
LS:12,0.013-0.014,0.013000000000000001,0.014,230471,31953348,0,0
LS:12,0.014-0.015,0.014,0.015,323917,31953348,0,0
LS:12,0.015-0.016,0.015,0.016,324935,31953348,0,0
LS:12,0.016-0.017,0.016,0.017,305806,31953348,0,0
LS:12,0.017-0.018,0.017,0.018000000000000002,291044,31953348,0,0
LS:12,0.018-0.019,0.018000000000000002,0.019,273142,31953348,0,0
LS:12,0.019-0.020,0.019,0.02,276585,31953348,0,0
LS:12,0.020-0.021,0.02,0.021,311029,31953348,0,0
LS:12,0.021-0.022,0.021,0.022,320744,31953348,0,0
LS:12,0.022-0.023,0.022,0.023,367166,31953348,0,0
LS:12,0.023-0.024,0.023,0.024,420608,31953348,0,0
LS:12,0.024-0.025,0.024,0.025,402027,31953348,0,0
LS:12,0.025-0.026,0.025,0.026000000000000002,397430,31953348,0,0
LS:12,0.026-0.027,0.026000000000000002,0.027,503262,31953348,0,0
LS:12,0.027-0.028,0.027,0.028,637574,31953348,0,0
LS:12,0.028-0.029,0.028,0.029,989487,31953348,0,0
LS:12,0.029-0.030,0.029,0.03,1317628,31953348,0,0
LS:12,0.030-0.031,0.03,0.031,1253987,31953348,0,0
LS:12,0.031-0.032,0.031,0.032,1182408,31953348,0,0
LS:12,0.032-0.033,0.032,0.033,1221014,31953348,0,0
LS:12,0.033-0.034,0.033,0.034,1219503,31953348,0,0
LS:12,0.034-0.035,0.034,0.035,1198102,31953348,0,0
LS:12,0.035-0.036,0.035,0.036000000000000004,1155307,31953348,0,0
LS:12,0.036-0.037,0.036000000000000004,0.037,1201858,31953348,0,0
LS:12,0.037-0.038,0.037,0.038,1295958,31953348,0,0
LS:12,0.038-0.039,0.038,0.039,1172765,31953348,0,0
LS:12,0.039-0.040,0.039,0.04,1019720,31953348,0,0
LS:12,0.040-0.041,0.04,0.041,968418,31953348,0,0
LS:12,0.041-0.042,0.041,0.042,917572,31953348,0,0
LS:12,0.042-0.043,0.042,0.043000000000000003,865709,31953348,0,0
LS:12,0.043-0.044,0.043000000000000003,0.044,802311,31953348,0,0
LS:12,0.044-0.045,0.044,0.045,705890,31953348,0,0
LS:12,0.045-0.046,0.045,0.046,607088,31953348,0,0
LS:12,0.046-0.047,0.046,0.047,488463,31953348,0,0
LS:12,0.047-0.048,0.047,0.048,402501,31953348,0,0
LS:12,0.048-0.049,0.048,0.049,318094,31953348,0,0
